?? [s],l01.dX [mm],l02.dX [mm],l03.dX [mm],l04.dX [mm],l05.dX [mm],l06.dX [mm],l07.dX [mm],l08.dX [mm],l09.dX [mm],l10.dX [mm],l11.dX [mm],l12.dX [mm],l13.dX [mm],l14.dX [mm],l15.dX [mm],l16.dX [mm],l17.dX [mm],l18.dX [mm],l19.dX [mm],l20.dX [mm],l21.dX [mm],l22.dX [mm],l23.dX [mm],l24.dX [mm],l25.dX [mm],l26.dX [mm],l27.dX [mm],l28.dX [mm],l29.dX [mm],l30.dX [mm],l31.dX [mm],l32.dX [mm],l33.dX [mm],l34.dX [mm],l35.dX [mm],l36.dX [mm],l37.dX [mm],l38.dX [mm],l39.dX [mm],l40.dX [mm],l41.dX [mm],l42.dX [mm],l43.dX [mm],l44.dX [mm],l45.dX [mm],l46.dX [mm],l47.dX [mm],l48.dX [mm],l49.dX [mm],l50.dX [mm],l51.dX [mm],l52.dX [mm],l53.dX [mm],l54.dX [mm],l01.dY [mm],l02.dY [mm],l03.dY [mm],l04.dY [mm],l05.dY [mm],l06.dY [mm],l07.dY [mm],l08.dY [mm],l09.dY [mm],l10.dY [mm],l11.dY [mm],l12.dY [mm],l13.dY [mm],l14.dY [mm],l15.dY [mm],l16.dY [mm],l17.dY [mm],l18.dY [mm],l19.dY [mm],l20.dY [mm],l21.dY [mm],l22.dY [mm],l23.dY [mm],l24.dY [mm],l25.dY [mm],l26.dY [mm],l27.dY [mm],l28.dY [mm],l29.dY [mm],l30.dY [mm],l31.dY [mm],l32.dY [mm],l33.dY [mm],l34.dY [mm],l35.dY [mm],l36.dY [mm],l37.dY [mm],l38.dY [mm],l39.dY [mm],l40.dY [mm],l41.dY [mm],l42.dY [mm],l43.dY [mm],l44.dY [mm],l45.dY [mm],l46.dY [mm],l47.dY [mm],l48.dY [mm],l49.dY [mm],l50.dY [mm],l51.dY [mm],l52.dY [mm],l53.dY [mm],l54.dY [mm],l01.dZ [mm],l02.dZ [mm],l03.dZ [mm],l04.dZ [mm],l05.dZ [mm],l06.dZ [mm],l07.dZ [mm],l08.dZ [mm],l09.dZ [mm],l10.dZ [mm],l11.dZ [mm],l12.dZ [mm],l13.dZ [mm],l14.dZ [mm],l15.dZ [mm],l16.dZ [mm],l17.dZ [mm],l18.dZ [mm],l19.dZ [mm],l20.dZ [mm],l21.dZ [mm],l22.dZ [mm],l23.dZ [mm],l24.dZ [mm],l25.dZ [mm],l26.dZ [mm],l27.dZ [mm],l28.dZ [mm],l29.dZ [mm],l30.dZ [mm],l31.dZ [mm],l32.dZ [mm],l33.dZ [mm],l34.dZ [mm],l35.dZ [mm],l36.dZ [mm],l37.dZ [mm],l38.dZ [mm],l39.dZ [mm],l40.dZ [mm],l41.dZ [mm],l42.dZ [mm],l43.dZ [mm],l44.dZ [mm],l45.dZ [mm],l46.dZ [mm],l47.dZ [mm],l48.dZ [mm],l49.dZ [mm],l50.dZ [mm],l51.dZ [mm],l52.dZ [mm],l53.dZ [mm],l54.dZ [mm]
165.454786,-0.621582,-0.62332,-0.624373,-0.624117,-0.624219,-0.626146,-0.625926,-0.625514,-0.626935,-0.62669,-0.625482,-0.626663,-0.626676,-0.625988,-0.625569,-0.626155,-0.626588,-0.626425,-0.627928,-0.628324,-0.627901,-0.629402,-0.628683,-0.628685,-0.630414,-0.630578,-0.631069,-0.618367,-0.619374,-0.619176,-0.62106,-0.620654,-0.620804,-0.620751,-0.621388,-0.621265,-0.62142,-0.62146,-0.621496,-0.620354,-0.619874,-0.619998,-0.619795,-0.621073,-0.619894,-0.621853,-0.621966,-0.621975,-0.62254,-0.62328,-0.623515,-0.623917,-0.624629,-0.624533,-0.252426,-0.259127,-0.266252,-0.274444,-0.281663,-0.290654,-0.295721,-0.306573,-0.315262,-0.320756,-0.331658,-0.342895,-0.352439,-0.360074,-0.369878,-0.3776,-0.389077,-0.398118,-0.410202,-0.421339,-0.43208,-0.444309,-0.458326,-0.472854,-0.485331,-0.495554,-0.508732,-0.255956,-0.260689,-0.266906,-0.275359,-0.28239,-0.290019,-0.29827,-0.30656,-0.315438,-0.323648,-0.332183,-0.343005,-0.351696,-0.361263,-0.369835,-0.381062,-0.389687,-0.402668,-0.412647,-0.420965,-0.432734,-0.445947,-0.460467,-0.472412,-0.483494,-0.493761,-0.504965,0.112211,0.108153,0.099983,0.096102,0.093239,0.088034,0.084928,0.079864,0.075337,0.073132,0.068202,0.065495,0.060353,0.058931,0.055081,0.053603,0.048089,0.044645,0.04008,0.036444,0.032654,0.026868,0.022145,0.015525,0.011232,0.006063,-0.000116,0.110846,0.104043,0.099616,0.094193,0.090217,0.085189,0.082678,0.080452,0.075939,0.072086,0.069497,0.062125,0.060839,0.060667,0.055343,0.051706,0.047697,0.04369,0.03993,0.037032,0.032607,0.027137,0.021931,0.017213,0.011812,0.008573,0.002967
165.704786,-0.621955,-0.623685,-0.625527,-0.624915,-0.62504,-0.62652,-0.62647,-0.626618,-0.627515,-0.627714,-0.625948,-0.627594,-0.627106,-0.62689,-0.62615,-0.627039,-0.627337,-0.627133,-0.628927,-0.628812,-0.628511,-0.630552,-0.629537,-0.629824,-0.631252,-0.631442,-0.631714,-0.619215,-0.619734,-0.619685,-0.621477,-0.621246,-0.621406,-0.621251,-0.622013,-0.622141,-0.62201,-0.622384,-0.622211,-0.620986,-0.620392,-0.620432,-0.620725,-0.62164,-0.620777,-0.622416,-0.622713,-0.62286,-0.623503,-0.6239,-0.624115,-0.624345,-0.625284,-0.625114,-0.275459,-0.281453,-0.289323,-0.297205,-0.304415,-0.312934,-0.319166,-0.32998,-0.337992,-0.343924,-0.354574,-0.365973,-0.375799,-0.383045,-0.392455,-0.400753,-0.412914,-0.421524,-0.433569,-0.444237,-0.456019,-0.468205,-0.482073,-0.496486,-0.509951,-0.519709,-0.533119,-0.27878,-0.28366,-0.289207,-0.297982,-0.30498,-0.312592,-0.321486,-0.329756,-0.337775,-0.346561,-0.354369,-0.365975,-0.375335,-0.384214,-0.393133,-0.403715,-0.41352,-0.426479,-0.435615,-0.443783,-0.456703,-0.46997,-0.484115,-0.496582,-0.507959,-0.518053,-0.529722,0.111154,0.105627,0.096246,0.094609,0.091925,0.086674,0.084529,0.080235,0.073749,0.070547,0.068704,0.062737,0.058845,0.056662,0.054377,0.051933,0.046589,0.041839,0.038822,0.034999,0.031403,0.025037,0.021159,0.014504,0.009803,0.004847,-0.001555,0.10997,0.102082,0.098304,0.092634,0.089995,0.085404,0.081752,0.079076,0.074096,0.070293,0.066957,0.061207,0.058028,0.057831,0.051903,0.048457,0.047133,0.041458,0.038425,0.035125,0.030215,0.026228,0.02006,0.014968,0.008281,0.007707,0.001022
165.954786,-0.623311,-0.624548,-0.625919,-0.625488,-0.62577,-0.627331,-0.627642,-0.62737,-0.628348,-0.628474,-0.627089,-0.627872,-0.627987,-0.627408,-0.626888,-0.627761,-0.628086,-0.62815,-0.62959,-0.62984,-0.629591,-0.630878,-0.630447,-0.630179,-0.632285,-0.632153,-0.632298,-0.619783,-0.620811,-0.620287,-0.622402,-0.622272,-0.622286,-0.621885,-0.622428,-0.622545,-0.623033,-0.623106,-0.622719,-0.621483,-0.621382,-0.62123,-0.621035,-0.622658,-0.621532,-0.623343,-0.623508,-0.623631,-0.624077,-0.624731,-0.62473,-0.625632,-0.625694,-0.625614,-0.259983,-0.266074,-0.272889,-0.281484,-0.288144,-0.297597,-0.302837,-0.313894,-0.322502,-0.328146,-0.338703,-0.350078,-0.359315,-0.367121,-0.37725,-0.384887,-0.396521,-0.405963,-0.417975,-0.429156,-0.440529,-0.453321,-0.467435,-0.481896,-0.494711,-0.505185,-0.518558,-0.262697,-0.267185,-0.273572,-0.282252,-0.289206,-0.296591,-0.305293,-0.313324,-0.322208,-0.330408,-0.338818,-0.350026,-0.35924,-0.368804,-0.377558,-0.388542,-0.397436,-0.410621,-0.420844,-0.428954,-0.440894,-0.454876,-0.469695,-0.481584,-0.49286,-0.503618,-0.514716,0.112841,0.107506,0.09981,0.097985,0.093675,0.087414,0.086404,0.080715,0.075773,0.073633,0.0686,0.066419,0.061531,0.058446,0.055837,0.053215,0.048455,0.044349,0.041991,0.036637,0.031837,0.027219,0.022361,0.01443,0.011072,0.006121,-0.001198,0.112929,0.104992,0.100441,0.097744,0.090529,0.085977,0.08407,0.079208,0.075334,0.072937,0.06908,0.062347,0.059924,0.059004,0.055703,0.051492,0.046772,0.042273,0.040624,0.0369,0.032813,0.027803,0.0219,0.017107,0.011024,0.008241,0.0021
166.204786,-0.622204,-0.624014,-0.625475,-0.624734,-0.625091,-0.626774,-0.626878,-0.626473,-0.627523,-0.627843,-0.626138,-0.627281,-0.62701,-0.626734,-0.625675,-0.626824,-0.627477,-0.627161,-0.628691,-0.628932,-0.62871,-0.63037,-0.629428,-0.62928,-0.630919,-0.631005,-0.631609,-0.619358,-0.619912,-0.620074,-0.621195,-0.621232,-0.621257,-0.621295,-0.62146,-0.622189,-0.622076,-0.622151,-0.622146,-0.620641,-0.620087,-0.620221,-0.620275,-0.621674,-0.620806,-0.622442,-0.622313,-0.622707,-0.623241,-0.623691,-0.623975,-0.624186,-0.624555,-0.624376,-0.258871,-0.264787,-0.272065,-0.280235,-0.287576,-0.296186,-0.301926,-0.313089,-0.32177,-0.32712,-0.337748,-0.3491,-0.358606,-0.366226,-0.376539,-0.384502,-0.396059,-0.405287,-0.417722,-0.429162,-0.440209,-0.453223,-0.467571,-0.482097,-0.49504,-0.505491,-0.518925,-0.261635,-0.266383,-0.272585,-0.281089,-0.288199,-0.295574,-0.304259,-0.31275,-0.321147,-0.330215,-0.338081,-0.349282,-0.358098,-0.367952,-0.3765,-0.387844,-0.397009,-0.410416,-0.419976,-0.428462,-0.440675,-0.454559,-0.46951,-0.481758,-0.493068,-0.503937,-0.515316,0.11391,0.108121,0.09961,0.096356,0.093097,0.088425,0.085768,0.080446,0.074783,0.072925,0.068516,0.065562,0.061474,0.058381,0.055336,0.052634,0.047648,0.044369,0.041336,0.037449,0.031983,0.026711,0.021206,0.014649,0.010531,0.005139,-0.001596,0.112612,0.104486,0.099752,0.097327,0.091333,0.085829,0.084106,0.079919,0.074887,0.07226,0.067705,0.061652,0.059443,0.058738,0.053455,0.051199,0.047087,0.043056,0.040395,0.036846,0.031517,0.025948,0.021634,0.016566,0.009547,0.008244,0.000687
166.454786,-0.621317,-0.622869,-0.624612,-0.623847,-0.624308,-0.625985,-0.626109,-0.625641,-0.62652,-0.62685,-0.625324,-0.626307,-0.626516,-0.626143,-0.625013,-0.626318,-0.626612,-0.625971,-0.62774,-0.628056,-0.627927,-0.629234,-0.628675,-0.628413,-0.63044,-0.630348,-0.630645,-0.618433,-0.619599,-0.618649,-0.620886,-0.620206,-0.620907,-0.62053,-0.621082,-0.621353,-0.621026,-0.621236,-0.621148,-0.620096,-0.619617,-0.61951,-0.619249,-0.620736,-0.619685,-0.621192,-0.621686,-0.621615,-0.622083,-0.62278,-0.623085,-0.623593,-0.624199,-0.62423,-0.284715,-0.291348,-0.298685,-0.306556,-0.313914,-0.323136,-0.329004,-0.339533,-0.347795,-0.353821,-0.365325,-0.376324,-0.385799,-0.393041,-0.403304,-0.411901,-0.423221,-0.432348,-0.444636,-0.456381,-0.467839,-0.480328,-0.494847,-0.509998,-0.523337,-0.533261,-0.547206,-0.288145,-0.292736,-0.299096,-0.307108,-0.314709,-0.322574,-0.330957,-0.339175,-0.347631,-0.356247,-0.365178,-0.37593,-0.385161,-0.394264,-0.403514,-0.414426,-0.424206,-0.43734,-0.447055,-0.455809,-0.468426,-0.481929,-0.497526,-0.509724,-0.521218,-0.531652,-0.543337,0.11318,0.107078,0.097739,0.095183,0.09197,0.087816,0.086544,0.07959,0.07336,0.071971,0.069482,0.063609,0.060056,0.057764,0.05485,0.052264,0.047407,0.043619,0.038336,0.03408,0.031341,0.024966,0.019186,0.013026,0.009063,0.004201,-0.0038,0.110337,0.101811,0.098952,0.093511,0.091518,0.085328,0.082629,0.078377,0.07358,0.072733,0.068584,0.060265,0.058774,0.058284,0.052773,0.049438,0.04562,0.04147,0.038505,0.035169,0.031428,0.024185,0.019012,0.014389,0.007779,0.006246,0.000448
166.704786,-0.625591,-0.627241,-0.628813,-0.628356,-0.628813,-0.630122,-0.630068,-0.630167,-0.630887,-0.6313,-0.629598,-0.630727,-0.63044,-0.630195,-0.629455,-0.630403,-0.631051,-0.630469,-0.631927,-0.632269,-0.632016,-0.633794,-0.632871,-0.632656,-0.634973,-0.634645,-0.635069,-0.622545,-0.623475,-0.623381,-0.624647,-0.62516,-0.625026,-0.624549,-0.625305,-0.62522,-0.625768,-0.625893,-0.625184,-0.624492,-0.623652,-0.623682,-0.623668,-0.624686,-0.624124,-0.625694,-0.626001,-0.62609,-0.626683,-0.626711,-0.627433,-0.627745,-0.628094,-0.628397,-0.276432,-0.28273,-0.290689,-0.29841,-0.30599,-0.314625,-0.320531,-0.331332,-0.339624,-0.345456,-0.356094,-0.368024,-0.377435,-0.385274,-0.395053,-0.40341,-0.415503,-0.424902,-0.43694,-0.448513,-0.460738,-0.472941,-0.487627,-0.503169,-0.516377,-0.526638,-0.540415,-0.279628,-0.284718,-0.290627,-0.298827,-0.306528,-0.314249,-0.323078,-0.331114,-0.339715,-0.348042,-0.356164,-0.368001,-0.377061,-0.386192,-0.395555,-0.406512,-0.41661,-0.429531,-0.439443,-0.447924,-0.461005,-0.474729,-0.489964,-0.502744,-0.514266,-0.525081,-0.536771,0.113385,0.107233,0.100827,0.09814,0.094006,0.089129,0.086944,0.081139,0.076083,0.07338,0.070237,0.064757,0.060858,0.058635,0.053964,0.052146,0.049713,0.044032,0.040969,0.035345,0.031192,0.025604,0.019928,0.014121,0.011,0.005245,-0.002622,0.111288,0.10215,0.100828,0.099078,0.091533,0.086638,0.0836,0.080448,0.075732,0.07218,0.068982,0.06275,0.060296,0.058525,0.054474,0.051053,0.047233,0.043167,0.04042,0.034995,0.031526,0.026547,0.01971,0.015294,0.009967,0.006988,-0.000295
166.954786,-0.623965,-0.626223,-0.627225,-0.626593,-0.627006,-0.628676,-0.628497,-0.628632,-0.629356,-0.629524,-0.628072,-0.629069,-0.628725,-0.628449,-0.627557,-0.62861,-0.629075,-0.628815,-0.629952,-0.630763,-0.629838,-0.631626,-0.631196,-0.63099,-0.632822,-0.632718,-0.633327,-0.620958,-0.621896,-0.621613,-0.623547,-0.623555,-0.623408,-0.62302,-0.623636,-0.623699,-0.624047,-0.623946,-0.623569,-0.622673,-0.622148,-0.622031,-0.622041,-0.623282,-0.622049,-0.623904,-0.62406,-0.623949,-0.624585,-0.625403,-0.625401,-0.625754,-0.626772,-0.626618,-0.265628,-0.271702,-0.279565,-0.287303,-0.294201,-0.303547,-0.308965,-0.320312,-0.328677,-0.33414,-0.345248,-0.356662,-0.366697,-0.374052,-0.383902,-0.392198,-0.404336,-0.413835,-0.42634,-0.437721,-0.449719,-0.463212,-0.477169,-0.492601,-0.506214,-0.516904,-0.530409,-0.268989,-0.273649,-0.279613,-0.287717,-0.294923,-0.303178,-0.311503,-0.319747,-0.32863,-0.33683,-0.345127,-0.356766,-0.366142,-0.375572,-0.384128,-0.395798,-0.405437,-0.418935,-0.428722,-0.437258,-0.450075,-0.464386,-0.479349,-0.492437,-0.504117,-0.515047,-0.526474,0.113956,0.108585,0.099893,0.098118,0.092257,0.087992,0.08789,0.081559,0.074785,0.073827,0.069502,0.065854,0.061946,0.059109,0.055569,0.052961,0.047608,0.044442,0.041445,0.036102,0.032878,0.024628,0.020907,0.014369,0.011246,0.004802,-0.001382,0.11278,0.103695,0.101121,0.096624,0.091081,0.085533,0.08331,0.080228,0.075931,0.072879,0.07003,0.063737,0.060799,0.059817,0.055637,0.05132,0.047802,0.043691,0.04051,0.037831,0.031747,0.02677,0.021144,0.015355,0.010487,0.007956,0.003098
167.204786,-0.624476,-0.626087,-0.627727,-0.627178,-0.627632,-0.628792,-0.628961,-0.628814,-0.629703,-0.630005,-0.628359,-0.629359,-0.629372,-0.628943,-0.628078,-0.628956,-0.629568,-0.62904,-0.63052,-0.630943,-0.630628,-0.632027,-0.631498,-0.631469,-0.633019,-0.63324,-0.633457,-0.621162,-0.6225,-0.622171,-0.623239,-0.623368,-0.623864,-0.623294,-0.623815,-0.623968,-0.624449,-0.624284,-0.623944,-0.622805,-0.622368,-0.622432,-0.622123,-0.623295,-0.622194,-0.623925,-0.62459,-0.624447,-0.62491,-0.625383,-0.625573,-0.626132,-0.626509,-0.626579,-0.28469,-0.291172,-0.298322,-0.30631,-0.314343,-0.322957,-0.328878,-0.339282,-0.347705,-0.353921,-0.365042,-0.376498,-0.386234,-0.393918,-0.40391,-0.412583,-0.424561,-0.433647,-0.446305,-0.458151,-0.470194,-0.483043,-0.498035,-0.513367,-0.526883,-0.537528,-0.551803,-0.28806,-0.292486,-0.298253,-0.306913,-0.314502,-0.322782,-0.330829,-0.339255,-0.347803,-0.356433,-0.364646,-0.376327,-0.38575,-0.394999,-0.404072,-0.415524,-0.425414,-0.438538,-0.44863,-0.457416,-0.470672,-0.484508,-0.500612,-0.513101,-0.524938,-0.535867,-0.547937,0.113754,0.107498,0.100309,0.096292,0.092522,0.088982,0.085946,0.079551,0.075517,0.071808,0.067924,0.065633,0.05902,0.057473,0.053064,0.051053,0.046465,0.042978,0.038334,0.034668,0.030898,0.025024,0.020461,0.014408,0.009633,0.004282,-0.003428,0.108769,0.102443,0.101158,0.096994,0.092528,0.084124,0.082893,0.077874,0.074621,0.072429,0.067206,0.060452,0.057995,0.05815,0.052312,0.050506,0.046636,0.041796,0.03778,0.035392,0.031348,0.024824,0.018841,0.014398,0.008135,0.004694,-0.000146
167.454786,-0.625963,-0.627841,-0.629393,-0.628949,-0.629142,-0.630347,-0.630557,-0.63009,-0.630984,-0.631356,-0.629589,-0.631044,-0.630637,-0.630484,-0.629628,-0.63048,-0.6312,-0.630616,-0.631945,-0.632478,-0.632087,-0.633416,-0.632881,-0.632468,-0.634671,-0.634557,-0.635089,-0.622468,-0.624011,-0.623355,-0.625282,-0.624978,-0.624822,-0.624999,-0.625547,-0.625498,-0.625561,-0.625943,-0.625123,-0.624044,-0.623947,-0.623827,-0.623724,-0.624963,-0.62381,-0.625596,-0.625709,-0.626336,-0.626392,-0.626788,-0.627086,-0.627591,-0.628037,-0.627885,-0.287201,-0.293838,-0.301083,-0.309088,-0.316426,-0.325516,-0.330894,-0.341871,-0.350383,-0.356527,-0.367682,-0.379064,-0.388644,-0.396488,-0.406808,-0.415387,-0.427117,-0.436624,-0.449172,-0.461561,-0.473273,-0.486465,-0.501443,-0.517137,-0.530417,-0.541454,-0.555514,-0.290386,-0.294992,-0.30107,-0.309249,-0.317079,-0.324932,-0.333348,-0.341777,-0.350394,-0.358894,-0.367653,-0.378938,-0.388174,-0.397384,-0.406767,-0.418245,-0.427932,-0.441781,-0.452184,-0.461192,-0.473833,-0.487833,-0.50378,-0.51675,-0.528574,-0.539686,-0.551451,0.11645,0.109643,0.101532,0.097959,0.095577,0.089605,0.085522,0.081607,0.075646,0.074039,0.070873,0.066931,0.061848,0.059676,0.055378,0.052807,0.049545,0.04454,0.039901,0.036348,0.031655,0.024686,0.020957,0.014216,0.00949,0.00371,-0.001693,0.111209,0.102914,0.102775,0.098616,0.092833,0.086894,0.084607,0.081472,0.076763,0.074118,0.069823,0.062321,0.059828,0.060086,0.05447,0.051696,0.047586,0.042831,0.039319,0.035377,0.033068,0.025778,0.01982,0.01585,0.008141,0.00624,0.000357
167.704786,-0.624337,-0.626055,-0.62736,-0.626823,-0.627209,-0.62849,-0.62866,-0.628602,-0.629245,-0.629654,-0.62786,-0.628947,-0.629015,-0.628192,-0.627703,-0.62845,-0.629177,-0.628357,-0.630111,-0.63046,-0.630063,-0.631786,-0.630898,-0.630711,-0.632887,-0.632874,-0.632886,-0.621035,-0.622261,-0.622088,-0.623403,-0.623102,-0.62341,-0.623033,-0.62333,-0.623732,-0.623846,-0.62383,-0.623116,-0.622505,-0.621668,-0.621904,-0.621462,-0.622826,-0.621474,-0.623446,-0.624037,-0.623703,-0.624519,-0.624885,-0.625187,-0.62578,-0.626046,-0.626392,-0.277199,-0.283753,-0.291523,-0.29869,-0.30635,-0.315088,-0.321404,-0.332253,-0.340565,-0.346689,-0.357579,-0.369619,-0.379196,-0.387011,-0.396687,-0.405573,-0.417817,-0.4274,-0.440189,-0.452118,-0.464377,-0.477506,-0.492565,-0.50861,-0.5222,-0.532812,-0.547291,-0.280549,-0.285217,-0.29133,-0.299597,-0.307455,-0.315025,-0.323599,-0.331998,-0.340382,-0.348898,-0.357892,-0.369369,-0.378326,-0.387746,-0.397224,-0.408327,-0.419086,-0.432151,-0.442503,-0.451795,-0.464892,-0.479011,-0.49537,-0.508278,-0.520216,-0.531,-0.543335,0.114264,0.107466,0.099427,0.097559,0.093048,0.088805,0.08653,0.080488,0.07593,0.073647,0.069595,0.065638,0.060412,0.059403,0.055483,0.052919,0.049726,0.042404,0.039759,0.035,0.031557,0.026172,0.019978,0.013878,0.009932,0.005069,-0.004596,0.112326,0.102484,0.099755,0.097584,0.092369,0.085704,0.082845,0.080544,0.075927,0.073373,0.070024,0.063285,0.06138,0.058692,0.053844,0.051826,0.048059,0.041802,0.039394,0.03595,0.031272,0.026951,0.019514,0.014789,0.009,0.005166,0.000891
167.954786,-0.622574,-0.623826,-0.625613,-0.625257,-0.625145,-0.626707,-0.626751,-0.626192,-0.627389,-0.627462,-0.626194,-0.627104,-0.62699,-0.626733,-0.625641,-0.62674,-0.627018,-0.627222,-0.628038,-0.628907,-0.628237,-0.629849,-0.629088,-0.628911,-0.630613,-0.630924,-0.631118,-0.61934,-0.620114,-0.619932,-0.621697,-0.621261,-0.621573,-0.621081,-0.621717,-0.621704,-0.622006,-0.622331,-0.621657,-0.620365,-0.620033,-0.619697,-0.619673,-0.620793,-0.619992,-0.621449,-0.621746,-0.621764,-0.622422,-0.623182,-0.623265,-0.623749,-0.624135,-0.624046,-0.292324,-0.298946,-0.30625,-0.314046,-0.321556,-0.330566,-0.336352,-0.34684,-0.355643,-0.361834,-0.372795,-0.384175,-0.394126,-0.402112,-0.412676,-0.420843,-0.432946,-0.442635,-0.455851,-0.46802,-0.479845,-0.49386,-0.509092,-0.524777,-0.538523,-0.549742,-0.563792,-0.295717,-0.300204,-0.305969,-0.314757,-0.322013,-0.330261,-0.33832,-0.346503,-0.355462,-0.364141,-0.372638,-0.38407,-0.39349,-0.40305,-0.412528,-0.423874,-0.434029,-0.447504,-0.458427,-0.467456,-0.48063,-0.495249,-0.511289,-0.524555,-0.536474,-0.547752,-0.559821,0.115015,0.110043,0.099447,0.098354,0.094275,0.087945,0.085861,0.082093,0.075845,0.073305,0.071079,0.066624,0.060899,0.059519,0.05599,0.053068,0.048277,0.044681,0.040363,0.036868,0.032464,0.026777,0.02036,0.014428,0.00988,0.005301,-0.003383,0.114682,0.104139,0.100619,0.096993,0.091916,0.086554,0.084071,0.080314,0.075885,0.074025,0.07089,0.061361,0.060992,0.060499,0.053674,0.051322,0.048366,0.043066,0.039349,0.036593,0.031318,0.025069,0.02083,0.015001,0.008009,0.006846,0.000094
168.204786,-0.629472,-0.630368,-0.631668,-0.631479,-0.631666,-0.633089,-0.632972,-0.632811,-0.633404,-0.634017,-0.632451,-0.633397,-0.633001,-0.632744,-0.632132,-0.632675,-0.63377,-0.633344,-0.634601,-0.634885,-0.634512,-0.635932,-0.635037,-0.635645,-0.637236,-0.637439,-0.637354,-0.625292,-0.626235,-0.62605,-0.628199,-0.627755,-0.627368,-0.627775,-0.628005,-0.628099,-0.628397,-0.628278,-0.627806,-0.626493,-0.626048,-0.625713,-0.625943,-0.62704,-0.626269,-0.627883,-0.628265,-0.628379,-0.628877,-0.628939,-0.629558,-0.629846,-0.630532,-0.630535,-0.300917,-0.306919,-0.314343,-0.322988,-0.330008,-0.33869,-0.344805,-0.355381,-0.364856,-0.370601,-0.381177,-0.392864,-0.402471,-0.410613,-0.421379,-0.429398,-0.441859,-0.451883,-0.464709,-0.476862,-0.48947,-0.503206,-0.518689,-0.534446,-0.548332,-0.559586,-0.573858,-0.30379,-0.308383,-0.314712,-0.322758,-0.330396,-0.338422,-0.347034,-0.355289,-0.364769,-0.373102,-0.380853,-0.3935,-0.40203,-0.411947,-0.421151,-0.432939,-0.442192,-0.456801,-0.467582,-0.47631,-0.489775,-0.504869,-0.521096,-0.534254,-0.546279,-0.557549,-0.570207,0.114592,0.110401,0.101805,0.099997,0.094435,0.090415,0.087523,0.082312,0.077943,0.074958,0.071173,0.067192,0.060893,0.059032,0.055255,0.052754,0.049268,0.044384,0.040903,0.037368,0.031652,0.024938,0.020834,0.01405,0.010302,0.003683,-0.002659,0.113506,0.105915,0.102683,0.095669,0.092435,0.086624,0.085439,0.081092,0.076226,0.07446,0.070088,0.063677,0.059946,0.05905,0.054261,0.052179,0.047444,0.043479,0.040769,0.035545,0.031374,0.027485,0.01935,0.014364,0.00916,0.00679,-0.000487
168.454786,-0.626688,-0.62805,-0.629672,-0.629107,-0.628938,-0.631077,-0.630737,-0.630639,-0.631255,-0.631668,-0.630153,-0.631333,-0.630932,-0.630348,-0.629777,-0.630835,-0.631392,-0.630629,-0.632108,-0.632671,-0.632447,-0.633467,-0.632968,-0.632908,-0.635037,-0.634993,-0.635268,-0.623229,-0.624557,-0.623606,-0.62531,-0.625479,-0.62531,-0.625231,-0.625875,-0.625602,-0.626038,-0.626129,-0.62567,-0.624352,-0.623827,-0.623761,-0.623424,-0.624868,-0.623952,-0.625347,-0.625811,-0.625865,-0.6263,-0.626826,-0.627078,-0.627719,-0.627675,-0.627997,-0.288192,-0.294992,-0.302279,-0.310534,-0.317662,-0.327058,-0.332663,-0.343608,-0.351965,-0.358299,-0.369707,-0.381236,-0.390865,-0.398792,-0.409423,-0.418244,-0.430386,-0.439904,-0.453086,-0.466103,-0.478141,-0.492398,-0.507651,-0.52358,-0.537684,-0.549319,-0.563376,-0.291886,-0.296464,-0.302261,-0.310718,-0.318519,-0.326815,-0.334843,-0.343317,-0.35216,-0.36067,-0.369817,-0.381182,-0.390089,-0.399721,-0.409303,-0.421245,-0.431091,-0.445064,-0.455976,-0.465353,-0.478836,-0.493489,-0.510138,-0.523284,-0.535615,-0.547401,-0.559651,0.115706,0.110057,0.101134,0.099019,0.096139,0.089658,0.088917,0.082244,0.077044,0.074942,0.070464,0.067095,0.061767,0.060005,0.055758,0.053973,0.04985,0.044928,0.04177,0.036794,0.032129,0.025204,0.021102,0.015742,0.009845,0.004768,-0.001357,0.114636,0.103232,0.101435,0.098443,0.092453,0.089134,0.086171,0.082006,0.076864,0.075036,0.071578,0.062498,0.061592,0.060011,0.055313,0.052565,0.048309,0.044236,0.04114,0.037445,0.032137,0.026318,0.0208,0.016021,0.009191,0.005398,0.00221
