t[s],u01.dX [mm],u02.dX [mm],u03.dX [mm],u04.dX [mm],u05.dX [mm],u06.dX [mm],u07.dX [mm],u08.dX [mm],u09.dX [mm],u10.dX [mm],u11.dX [mm],u12.dX [mm],u13.dX [mm],u14.dX [mm],u15.dX [mm],u16.dX [mm],u17.dX [mm],u18.dX [mm],u19.dX [mm],u20.dX [mm],u21.dX [mm],u22.dX [mm],u23.dX [mm],u24.dX [mm],u25.dX [mm],u26.dX [mm],u27.dX [mm],u28.dX [mm],u29.dX [mm],u30.dX [mm],u31.dX [mm],u32.dX [mm],u33.dX [mm],u34.dX [mm],u35.dX [mm],u36.dX [mm],u37.dX [mm],u38.dX [mm],u39.dX [mm],u40.dX [mm],u41.dX [mm],u42.dX [mm],u43.dX [mm],u44.dX [mm],u45.dX [mm],u46.dX [mm],u47.dX [mm],u48.dX [mm],u49.dX [mm],u50.dX [mm],u51.dX [mm],u52.dX [mm],u53.dX [mm],u54.dX [mm],u55.dX [mm],u56.dX [mm],u01.dY [mm],u02.dY [mm],u03.dY [mm],u04.dY [mm],u05.dY [mm],u06.dY [mm],u07.dY [mm],u08.dY [mm],u09.dY [mm],u10.dY [mm],u11.dY [mm],u12.dY [mm],u13.dY [mm],u14.dY [mm],u15.dY [mm],u16.dY [mm],u17.dY [mm],u18.dY [mm],u19.dY [mm],u20.dY [mm],u21.dY [mm],u22.dY [mm],u23.dY [mm],u24.dY [mm],u25.dY [mm],u26.dY [mm],u27.dY [mm],u28.dY [mm],u29.dY [mm],u30.dY [mm],u31.dY [mm],u32.dY [mm],u33.dY [mm],u34.dY [mm],u35.dY [mm],u36.dY [mm],u37.dY [mm],u38.dY [mm],u39.dY [mm],u40.dY [mm],u41.dY [mm],u42.dY [mm],u43.dY [mm],u44.dY [mm],u45.dY [mm],u46.dY [mm],u47.dY [mm],u48.dY [mm],u49.dY [mm],u50.dY [mm],u51.dY [mm],u52.dY [mm],u53.dY [mm],u54.dY [mm],u55.dY [mm],u56.dY [mm],u01.dZ [mm],u02.dZ [mm],u03.dZ [mm],u04.dZ [mm],u05.dZ [mm],u06.dZ [mm],u07.dZ [mm],u08.dZ [mm],u09.dZ [mm],u10.dZ [mm],u11.dZ [mm],u12.dZ [mm],u13.dZ [mm],u14.dZ [mm],u15.dZ [mm],u16.dZ [mm],u17.dZ [mm],u18.dZ [mm],u19.dZ [mm],u20.dZ [mm],u21.dZ [mm],u22.dZ [mm],u23.dZ [mm],u24.dZ [mm],u25.dZ [mm],u26.dZ [mm],u27.dZ [mm],u28.dZ [mm],u29.dZ [mm],u30.dZ [mm],u31.dZ [mm],u32.dZ [mm],u33.dZ [mm],u34.dZ [mm],u35.dZ [mm],u36.dZ [mm],u37.dZ [mm],u38.dZ [mm],u39.dZ [mm],u40.dZ [mm],u41.dZ [mm],u42.dZ [mm],u43.dZ [mm],u44.dZ [mm],u45.dZ [mm],u46.dZ [mm],u47.dZ [mm],u48.dZ [mm],u49.dZ [mm],u50.dZ [mm],u51.dZ [mm],u52.dZ [mm],u53.dZ [mm],u54.dZ [mm],u55.dZ [mm],u56.dZ [mm]
269.204786,11.077001,11.066292,11.049353,11.047009,11.027245,11.01736,11.018419,10.999762,10.996716,10.979652,10.959543,10.94606,10.935462,10.921956,10.906758,10.890495,10.886811,10.881384,10.864817,10.849371,10.832088,10.83075,10.817987,10.795325,10.778521,10.76139,10.741894,10.7282,11.167477,11.169365,11.158524,11.141427,11.136525,11.123491,11.112273,11.104602,11.094328,11.07864,11.068096,11.057781,11.05022,11.030985,11.017256,11.011746,11.008609,10.999582,10.991096,10.960583,10.979147,10.967295,10.951533,10.945408,10.932373,10.920881,10.91778,10.913936,-2.414237,-2.256931,-2.102533,-1.953647,-1.798063,-1.650466,-1.493073,-1.344782,-1.201236,-1.035997,-0.909376,-0.747354,-0.601495,-0.426812,-0.222811,-0.048776,0.144714,0.323958,0.52609,0.737865,0.899981,1.067966,1.245085,1.45896,1.66955,1.842935,2.038705,2.175715,-2.368199,-2.243152,-2.086336,-1.955264,-1.802132,-1.645904,-1.486727,-1.345841,-1.184737,-1.035175,-0.907125,-0.770737,-0.60923,-0.428612,-0.22844,-0.044142,0.129064,0.330301,0.540448,0.738805,0.922275,1.091451,1.251352,1.45537,1.640387,1.805799,1.946928,2.088234,-1.386487,-1.39371,-1.401399,-1.412615,-1.420611,-1.426563,-1.436788,-1.44184,-1.448837,-1.453819,-1.459857,-1.461671,-1.466177,-1.469852,-1.473535,-1.474513,-1.477573,-1.483683,-1.490577,-1.496552,-1.498189,-1.504336,-1.505486,-1.510159,-1.51597,-1.522169,-1.527215,-1.535291,-1.400769,-1.40936,-1.41788,-1.425256,-1.437803,-1.444293,-1.452094,-1.461763,-1.466755,-1.473721,-1.478381,-1.482475,-1.486196,-1.491876,-1.494272,-1.499508,-1.503744,-1.505757,-1.50841,-1.510643,-1.518534,-1.52178,-1.523189,-1.529366,-1.533021,-1.537381,-1.543878,-1.549014
269.454786,11.140404,11.129869,11.112614,11.110096,11.090777,11.080397,11.081501,11.062696,11.059992,11.042817,11.022507,11.009052,10.998233,10.984732,10.969855,10.953088,10.949364,10.943766,10.927255,10.911776,10.894243,10.892704,10.880365,10.857357,10.840001,10.822667,10.803388,10.788825,11.23105,11.233732,11.222241,11.205204,11.200427,11.187521,11.175754,11.16807,11.157858,11.142165,11.131859,11.121385,11.113578,11.094222,11.080764,11.074706,11.072037,11.06271,11.054508,11.023937,11.042399,11.030358,11.014636,11.007891,10.995028,10.983378,10.980001,10.976055,-2.390162,-2.231478,-2.076449,-1.926314,-1.769673,-1.620668,-1.462906,-1.313366,-1.16932,-1.002644,-0.875545,-0.713179,-0.56549,-0.389957,-0.184861,-0.010019,0.184459,0.365133,0.568446,0.78109,0.944322,1.113284,1.291292,1.506408,1.71839,1.892055,2.088524,2.227551,-2.343185,-2.217554,-2.059835,-1.927768,-1.774029,-1.616566,-1.456414,-1.314683,-1.152392,-1.001573,-0.872861,-0.735778,-0.57349,-0.391455,-0.190541,-0.005229,0.169118,0.371355,0.582721,0.782379,0.966859,1.136818,1.29774,1.502894,1.688513,1.85532,1.997372,2.139027,-1.391593,-1.398575,-1.407333,-1.417395,-1.427701,-1.433418,-1.442647,-1.447572,-1.453971,-1.461348,-1.464717,-1.471039,-1.474292,-1.478561,-1.481875,-1.4834,-1.487348,-1.492112,-1.4985,-1.504414,-1.507841,-1.511843,-1.515739,-1.520729,-1.525245,-1.530671,-1.537592,-1.543929,-1.406491,-1.415379,-1.422983,-1.432062,-1.442649,-1.450177,-1.457915,-1.466688,-1.475239,-1.480167,-1.483505,-1.490755,-1.494566,-1.499962,-1.501327,-1.507962,-1.513088,-1.515659,-1.517952,-1.521164,-1.527677,-1.531119,-1.533344,-1.538399,-1.54247,-1.546571,-1.55372,-1.558832
269.704786,11.215974,11.205611,11.187988,11.185773,11.165881,11.155668,11.156747,11.138064,11.134865,11.117439,11.097503,11.083482,11.0727,11.058846,11.04406,11.027475,11.023118,11.017485,11.001097,10.985404,10.967363,10.966015,10.953248,10.930086,10.913335,10.895536,10.875991,10.86189,11.308006,11.310181,11.298383,11.281532,11.276538,11.263204,11.251558,11.243919,11.233506,11.217884,11.207413,11.196519,11.188613,11.1692,11.155238,11.149908,11.146365,11.13706,11.128757,11.097908,11.116482,11.104555,11.088572,11.081936,11.068597,11.056854,11.053464,11.049454,-2.432575,-2.273496,-2.117252,-1.966544,-1.808764,-1.658979,-1.499582,-1.349456,-1.20452,-1.03694,-0.909089,-0.745323,-0.597197,-0.420898,-0.214187,-0.038489,0.157156,0.338536,0.542376,0.757099,0.920785,1.090282,1.269362,1.485818,1.698574,1.873505,2.072066,2.210639,-2.386081,-2.259135,-2.100451,-1.968059,-1.813106,-1.654909,-1.492747,-1.350093,-1.187413,-1.036174,-0.906457,-0.768427,-0.604805,-0.422425,-0.220099,-0.033717,0.141397,0.345021,0.557646,0.757792,0.943503,1.113981,1.275555,1.482287,1.669792,1.836511,1.97922,2.121582,-1.405274,-1.411133,-1.419365,-1.431337,-1.439154,-1.446788,-1.45653,-1.462002,-1.469407,-1.475489,-1.48057,-1.482064,-1.486775,-1.491649,-1.495581,-1.496145,-1.502278,-1.506454,-1.513672,-1.519061,-1.522485,-1.526963,-1.52935,-1.533782,-1.541414,-1.546858,-1.55276,-1.559528,-1.419649,-1.426744,-1.43707,-1.4441,-1.456003,-1.463606,-1.4718,-1.481889,-1.487083,-1.493772,-1.498778,-1.504792,-1.507774,-1.513506,-1.51614,-1.523364,-1.525824,-1.529072,-1.532214,-1.53448,-1.542109,-1.544172,-1.548511,-1.553097,-1.558331,-1.563088,-1.569079,-1.574833
269.954786,11.282455,11.271468,11.253915,11.251732,11.231554,11.221442,11.22244,11.20312,11.200316,11.182906,11.161975,11.147853,11.137077,11.123918,11.108257,11.091254,11.087391,11.081618,11.064518,11.048809,11.030933,11.029237,11.016554,10.993118,10.975612,10.958018,10.938254,10.923649,11.374321,11.376294,11.364802,11.347387,11.342613,11.329776,11.317738,11.309666,11.299443,11.283611,11.272592,11.262103,11.25367,11.234641,11.220893,11.214142,11.211279,11.202106,11.193274,11.16238,11.180738,11.168461,11.152546,11.145559,11.132167,11.120345,11.116966,11.112801,-2.430369,-2.269698,-2.11267,-1.96086,-1.80169,-1.651134,-1.491107,-1.340211,-1.193848,-1.025237,-0.89661,-0.731786,-0.583049,-0.405777,-0.198231,-0.021111,0.175782,0.35816,0.563478,0.778895,0.943625,1.114845,1.294693,1.512004,1.726332,1.902031,2.101261,2.241578,-2.382442,-2.255665,-2.095615,-1.961785,-1.806219,-1.646651,-1.484069,-1.340987,-1.1765,-1.024493,-0.893888,-0.754999,-0.590971,-0.407257,-0.203612,-0.016497,0.159925,0.364814,0.578025,0.780045,0.966687,1.138555,1.301199,1.508344,1.697123,1.865171,2.008371,2.151416,-1.410851,-1.416825,-1.427029,-1.437207,-1.445002,-1.453764,-1.462798,-1.467259,-1.474488,-1.482608,-1.485108,-1.489968,-1.493524,-1.498493,-1.502245,-1.503164,-1.508269,-1.511387,-1.518363,-1.523887,-1.52658,-1.532264,-1.536306,-1.540657,-1.545845,-1.550483,-1.557501,-1.564563,-1.425717,-1.433604,-1.442672,-1.450101,-1.464151,-1.470698,-1.478711,-1.486325,-1.494243,-1.501642,-1.50563,-1.510889,-1.513391,-1.518419,-1.523007,-1.528986,-1.532791,-1.533948,-1.537972,-1.541059,-1.54744,-1.551935,-1.553819,-1.559094,-1.563199,-1.567917,-1.573636,-1.578564
270.204786,11.352306,11.340883,11.323458,11.320684,11.300577,11.290162,11.291127,11.271767,11.268719,11.251146,11.230666,11.216602,11.205547,11.191385,11.176084,11.158979,11.154521,11.148692,11.131969,11.115755,11.097422,11.096247,11.08315,11.059306,11.042011,11.024339,11.004043,10.989883,11.444396,11.446408,11.434836,11.417502,11.411768,11.398702,11.387274,11.379329,11.368795,11.352674,11.341574,11.330738,11.32296,11.303034,11.28854,11.283032,11.279466,11.269495,11.26111,11.229565,11.248443,11.2363,11.219815,11.212785,11.199666,11.187157,11.183804,11.179639,-2.421011,-2.259567,-2.101488,-1.948844,-1.788966,-1.637316,-1.475684,-1.323733,-1.176566,-1.007321,-0.877502,-0.71261,-0.562385,-0.383624,-0.17449,0.003159,0.200862,0.384731,0.591231,0.807815,0.97381,1.145034,1.326255,1.545054,1.760744,1.937693,2.137476,2.278536,-2.373661,-2.245883,-2.08448,-1.94996,-1.792487,-1.632525,-1.468873,-1.324383,-1.159071,-1.006003,-0.874641,-0.735132,-0.569856,-0.385005,-0.180327,0.008106,0.185441,0.391212,0.606288,0.808817,0.996219,1.16935,1.332619,1.541751,1.730898,1.900005,2.044246,2.188741,-1.420391,-1.42802,-1.436629,-1.447876,-1.456292,-1.464296,-1.473607,-1.478298,-1.485832,-1.492903,-1.496506,-1.501182,-1.504719,-1.509654,-1.513531,-1.513141,-1.521063,-1.524844,-1.531942,-1.536863,-1.540404,-1.546634,-1.548183,-1.553786,-1.559476,-1.566624,-1.571584,-1.579615,-1.436996,-1.446118,-1.453283,-1.461849,-1.473943,-1.480305,-1.489818,-1.498365,-1.504861,-1.509408,-1.515715,-1.521919,-1.525938,-1.531277,-1.532742,-1.54147,-1.544971,-1.548808,-1.550328,-1.552858,-1.561609,-1.564947,-1.566777,-1.572178,-1.576618,-1.579842,-1.587075,-1.594232
270.454786,11.423728,11.412473,11.395258,11.392373,11.371583,11.361373,11.362287,11.34268,11.340164,11.321938,11.301084,11.286638,11.27575,11.261824,11.245974,11.228522,11.224333,11.217996,11.200945,11.18452,11.166351,11.164747,11.151841,11.127884,11.110361,11.091773,11.072131,11.057168,11.516629,11.518036,11.507045,11.489374,11.484418,11.470842,11.458804,11.451022,11.439883,11.423863,11.412937,11.402018,11.393589,11.373992,11.359607,11.353048,11.349937,11.340265,11.331163,11.299846,11.31813,11.305634,11.289219,11.282338,11.268803,11.256536,11.252717,11.247958,-2.452822,-2.289918,-2.130843,-1.977098,-1.816281,-1.663529,-1.501068,-1.347968,-1.200391,-1.029982,-0.899568,-0.732903,-0.582111,-0.403074,-0.192983,-0.013826,0.185265,0.369439,0.577478,0.795563,0.961986,1.134978,1.316968,1.537003,1.753609,1.931113,2.132683,2.274134,-2.404377,-2.276013,-2.113299,-1.978226,-1.820343,-1.658683,-1.494263,-1.348673,-1.182553,-1.028653,-0.896424,-0.755848,-0.589939,-0.403881,-0.197906,-0.008562,0.169904,0.376711,0.592788,0.796483,0.985482,1.159028,1.32328,1.53352,1.723618,1.893653,2.039278,2.184203,-1.431977,-1.44087,-1.451016,-1.460972,-1.469644,-1.477557,-1.486945,-1.491304,-1.500268,-1.505945,-1.51088,-1.514204,-1.518494,-1.525122,-1.527843,-1.529301,-1.533511,-1.538765,-1.54597,-1.550595,-1.55405,-1.559479,-1.563193,-1.567052,-1.574128,-1.579161,-1.586314,-1.591566,-1.448471,-1.458654,-1.467897,-1.476567,-1.48674,-1.495505,-1.503537,-1.512574,-1.518727,-1.527133,-1.531273,-1.534947,-1.53888,-1.544642,-1.549006,-1.553625,-1.558765,-1.562308,-1.56473,-1.568136,-1.575357,-1.577473,-1.580686,-1.58532,-1.591188,-1.595003,-1.601602,-1.60644
270.704786,11.491766,11.480561,11.462281,11.459483,11.439318,11.428847,11.429563,11.409921,11.406494,11.388931,11.367869,11.353869,11.342252,11.327999,11.312815,11.294693,11.290564,11.284222,11.266823,11.250753,11.232439,11.230411,11.217045,11.193442,11.175496,11.157365,11.137136,11.122475,11.585026,11.586879,11.575021,11.557648,11.552019,11.538636,11.526628,11.518657,11.507782,11.491444,11.480459,11.469179,11.461329,11.441028,11.426438,11.420197,11.416952,11.406911,11.397874,11.365691,11.38457,11.371973,11.35522,11.348289,11.334625,11.322412,11.318677,11.314562,-2.441092,-2.277596,-2.117597,-1.963037,-1.801145,-1.647351,-1.48403,-1.330374,-1.181371,-1.01,-0.879036,-0.71201,-0.559905,-0.378808,-0.167867,0.011827,0.211734,0.397411,0.606515,0.825314,0.992754,1.166599,1.349651,1.570771,1.788501,1.968049,2.170189,2.312432,-2.393037,-2.263056,-2.100389,-1.964128,-1.804894,-1.642073,-1.476915,-1.330371,-1.163537,-1.008259,-0.875719,-0.734477,-0.567398,-0.380141,-0.173658,0.016983,0.196077,0.404157,0.621748,0.82667,1.01624,1.191254,1.356281,1.56748,1.759405,1.929614,2.075596,2.221529,-1.43822,-1.447235,-1.454432,-1.466106,-1.475027,-1.482996,-1.491867,-1.496371,-1.504871,-1.512753,-1.515521,-1.521298,-1.523977,-1.528384,-1.533696,-1.533636,-1.540436,-1.543648,-1.550338,-1.556901,-1.560621,-1.56413,-1.567433,-1.572965,-1.579449,-1.58392,-1.591478,-1.597865,-1.454464,-1.46576,-1.472688,-1.479268,-1.492088,-1.499666,-1.508859,-1.51656,-1.523959,-1.528649,-1.534945,-1.54215,-1.545368,-1.550821,-1.552378,-1.561514,-1.566296,-1.566948,-1.569198,-1.573837,-1.581411,-1.583876,-1.585765,-1.592135,-1.59646,-1.600435,-1.607571,-1.613679
270.954786,11.549322,11.538065,11.519288,11.516928,11.496208,11.485627,11.486413,11.466303,11.463038,11.445247,11.424249,11.409837,11.398339,11.384134,11.368275,11.350315,11.345684,11.339644,11.322068,11.3054,11.286899,11.285042,11.271641,11.247544,11.22936,11.211221,11.190546,11.175711,11.642809,11.644707,11.632418,11.614838,11.609342,11.596107,11.584055,11.575636,11.564774,11.548498,11.537207,11.526036,11.51733,11.497456,11.482794,11.475966,11.47278,11.462665,11.453353,11.42176,11.440181,11.427455,11.41064,11.403368,11.389352,11.377268,11.373478,11.368969,-2.437018,-2.272518,-2.111421,-1.955999,-1.792843,-1.638762,-1.47443,-1.319578,-1.169973,-0.997621,-0.865828,-0.697381,-0.545192,-0.363457,-0.151414,0.029177,0.230249,0.416937,0.626758,0.847181,1.015704,1.189734,1.37357,1.59603,1.815034,1.994483,2.198648,2.340791,-2.388222,-2.25783,-2.094046,-1.956902,-1.796678,-1.633494,-1.466803,-1.319986,-1.151803,-0.996078,-0.862275,-0.720291,-0.552162,-0.364498,-0.15677,0.034752,0.215192,0.423819,0.642339,0.848307,1.038965,1.214597,1.380461,1.59259,1.784666,1.956888,2.103305,2.249609,-1.441377,-1.450333,-1.458683,-1.469731,-1.478272,-1.486029,-1.495582,-1.500198,-1.507967,-1.515457,-1.519642,-1.523772,-1.527491,-1.533551,-1.53803,-1.537904,-1.543411,-1.548063,-1.555047,-1.560979,-1.565636,-1.569201,-1.572706,-1.57831,-1.582742,-1.590108,-1.596196,-1.602801,-1.456975,-1.463957,-1.475781,-1.481909,-1.497049,-1.503635,-1.511617,-1.519686,-1.527638,-1.534376,-1.539688,-1.545872,-1.547478,-1.55373,-1.558703,-1.563302,-1.568759,-1.572323,-1.57288,-1.578349,-1.586592,-1.589088,-1.591414,-1.596959,-1.600616,-1.60571,-1.612971,-1.619295
271.204786,11.609648,11.59819,11.58005,11.577107,11.555824,11.545147,11.546117,11.526322,11.523164,11.504756,11.483268,11.468778,11.457264,11.442598,11.426245,11.409006,11.404064,11.397452,11.379969,11.362905,11.34442,11.342671,11.329051,11.304585,11.286053,11.267527,11.246599,11.231758,11.703421,11.705343,11.693196,11.675324,11.670006,11.65649,11.644032,11.635932,11.624618,11.607942,11.596783,11.585808,11.577109,11.556743,11.541801,11.535324,11.531725,11.521558,11.512035,11.479543,11.498153,11.485219,11.468576,11.461183,11.447164,11.434431,11.43065,11.425531,-2.463304,-2.297786,-2.13597,-1.979472,-1.815606,-1.660651,-1.495267,-1.339721,-1.188777,-1.015969,-0.883616,-0.714726,-0.561552,-0.379104,-0.166024,0.015764,0.217983,0.405244,0.616525,0.837463,1.006684,1.181957,1.366429,1.58989,1.809839,1.990358,2.195014,2.33842,-2.414069,-2.283322,-2.118036,-1.980432,-1.819451,-1.655203,-1.487875,-1.339783,-1.171225,-1.014506,-0.88023,-0.737555,-0.568823,-0.379716,-0.170885,0.021075,0.202474,0.412461,0.631813,0.838414,1.030294,1.206456,1.373254,1.586542,1.779729,1.952451,2.099862,2.24652,-1.451683,-1.458356,-1.468104,-1.479051,-1.487721,-1.495768,-1.505698,-1.510165,-1.519679,-1.526352,-1.529548,-1.534739,-1.537268,-1.54486,-1.547681,-1.548523,-1.556224,-1.55876,-1.567712,-1.571808,-1.576878,-1.581592,-1.585524,-1.59034,-1.596654,-1.602198,-1.609148,-1.615223,-1.467203,-1.475795,-1.486143,-1.49552,-1.504769,-1.513041,-1.521264,-1.531075,-1.538616,-1.542835,-1.551039,-1.554918,-1.559335,-1.566062,-1.570999,-1.576639,-1.580853,-1.583568,-1.587056,-1.590499,-1.598665,-1.599463,-1.604999,-1.609578,-1.614628,-1.619043,-1.626226,-1.629509
271.454786,11.679392,11.667389,11.649332,11.646367,11.625351,11.614678,11.615394,11.595094,11.591821,11.573668,11.552109,11.537545,11.525747,11.511552,11.495205,11.47695,11.472362,11.465718,11.448035,11.431233,11.412467,11.410421,11.396793,11.372098,11.354099,11.335313,11.314029,11.299621,11.773566,11.77545,11.763412,11.745155,11.740158,11.726028,11.714037,11.705381,11.694513,11.677898,11.66637,11.65493,11.646567,11.625804,11.610977,11.604117,11.60049,11.590269,11.580738,11.548424,11.567389,11.554173,11.537129,11.52943,11.515459,11.502994,11.498892,11.495144,-2.458426,-2.292203,-2.129314,-1.972133,-1.807514,-1.650997,-1.485167,-1.32874,-1.177123,-1.00313,-0.870392,-0.700212,-0.546298,-0.362656,-0.148521,0.034106,0.237234,0.425645,0.637587,0.860065,1.029946,1.206446,1.392117,1.616314,1.837356,2.018864,2.224028,2.368744,-2.409081,-2.27756,-2.111595,-1.973516,-1.811635,-1.645458,-1.477387,-1.32886,-1.158675,-1.001476,-0.866448,-0.722954,-0.553251,-0.363495,-0.153533,0.040001,0.221787,0.432869,0.653477,0.861543,1.053961,1.231265,1.398864,1.613014,1.807698,1.980664,2.129067,2.277403,-1.462969,-1.470479,-1.479276,-1.491113,-1.499844,-1.508365,-1.517865,-1.521674,-1.528828,-1.537575,-1.541022,-1.546945,-1.550933,-1.555539,-1.56006,-1.560964,-1.56594,-1.572863,-1.579194,-1.585277,-1.587555,-1.59363,-1.59716,-1.601288,-1.609157,-1.61483,-1.621365,-1.62768,-1.478052,-1.487237,-1.498073,-1.505049,-1.516585,-1.524525,-1.534521,-1.540669,-1.54999,-1.556672,-1.560858,-1.568034,-1.570656,-1.577321,-1.580536,-1.586646,-1.592068,-1.595236,-1.598704,-1.602753,-1.609664,-1.614113,-1.615682,-1.621475,-1.626292,-1.630025,-1.637208,-1.644226
271.704786,11.747708,11.735439,11.717184,11.714116,11.692649,11.682165,11.682676,11.662467,11.658979,11.640424,11.618979,11.603889,11.592694,11.577928,11.561177,11.543387,11.538641,11.531469,11.513738,11.496677,11.477836,11.475781,11.462057,11.43771,11.418954,11.400109,11.379301,11.363714,11.842154,11.843974,11.83193,11.813392,11.807902,11.79383,11.781755,11.773704,11.762172,11.745042,11.733769,11.722644,11.71377,11.693358,11.677714,11.671565,11.667548,11.656928,11.647344,11.614594,11.633265,11.620264,11.603004,11.59584,11.581449,11.568974,11.564543,11.559541,-2.452298,-2.285183,-2.121527,-1.963232,-1.797375,-1.640062,-1.47319,-1.315749,-1.16369,-0.98881,-0.854724,-0.683742,-0.529259,-0.344928,-0.129427,0.05428,0.258269,0.447674,0.661083,0.884187,1.055102,1.232443,1.419097,1.644675,1.867079,2.049332,2.255675,2.400592,-2.40259,-2.269962,-2.103596,-1.964051,-1.80103,-1.634383,-1.465395,-1.315852,-1.144985,-0.987049,-0.851026,-0.706562,-0.536392,-0.345265,-0.134221,0.05972,0.243056,0.454855,0.676814,0.885532,1.079327,1.257399,1.426209,1.641378,1.836707,2.010944,2.159867,2.308395,-1.467984,-1.4755,-1.484965,-1.496626,-1.505263,-1.513972,-1.523606,-1.528276,-1.536967,-1.543374,-1.548869,-1.55152,-1.555226,-1.562652,-1.565683,-1.567207,-1.573746,-1.576742,-1.584357,-1.590675,-1.595084,-1.598919,-1.602713,-1.608516,-1.614037,-1.619669,-1.628628,-1.63391,-1.483004,-1.494167,-1.502969,-1.510021,-1.523451,-1.530236,-1.53815,-1.548748,-1.555563,-1.563496,-1.569507,-1.573829,-1.578121,-1.58485,-1.586667,-1.594108,-1.598725,-1.60174,-1.603078,-1.608248,-1.615642,-1.618229,-1.621353,-1.628403,-1.631814,-1.636546,-1.642883,-1.648668
271.954786,11.806103,11.794019,11.774985,11.771893,11.750493,11.739656,11.74013,11.720042,11.71655,11.697849,11.676028,11.66116,11.649446,11.63441,11.617735,11.59961,11.594439,11.587951,11.570041,11.552905,11.533605,11.531371,11.517739,11.492582,11.473905,11.455008,11.433558,11.418809,11.901092,11.902146,11.890092,11.87195,11.865717,11.852414,11.839946,11.831301,11.820075,11.802731,11.791529,11.78018,11.771217,11.750423,11.734773,11.728463,11.724266,11.71336,11.704045,11.670677,11.689763,11.676707,11.659089,11.651793,11.637503,11.624398,11.620379,11.614901,-2.482033,-2.314082,-2.149291,-1.99018,-1.823434,-1.665478,-1.497185,-1.338743,-1.18587,-1.009821,-0.87553,-0.703626,-0.548167,-0.362681,-0.146068,0.03887,0.243582,0.434205,0.648619,0.873123,1.044831,1.222821,1.410361,1.636953,1.860557,2.044048,2.25222,2.39738,-2.432444,-2.299049,-2.13127,-1.990977,-1.827064,-1.660018,-1.489228,-1.33895,-1.167188,-1.007939,-0.871788,-0.726556,-0.554798,-0.363015,-0.15103,0.044861,0.228625,0.441587,0.664581,0.874636,1.068809,1.248221,1.417331,1.633996,1.830201,2.005538,2.155257,2.304561,-1.478833,-1.485964,-1.495303,-1.506975,-1.516053,-1.523747,-1.533251,-1.538354,-1.546783,-1.555053,-1.558184,-1.56308,-1.567222,-1.572852,-1.577016,-1.578405,-1.583037,-1.588949,-1.596417,-1.601479,-1.605197,-1.610346,-1.614026,-1.619207,-1.626454,-1.630772,-1.639288,-1.645822,-1.493391,-1.505,-1.513913,-1.522152,-1.532695,-1.54229,-1.549695,-1.559777,-1.568174,-1.572373,-1.578791,-1.58526,-1.588259,-1.595116,-1.597333,-1.605371,-1.608815,-1.612801,-1.615931,-1.618791,-1.626933,-1.629085,-1.632866,-1.639685,-1.643788,-1.648312,-1.655533,-1.659101
272.204786,11.872371,11.860292,11.841486,11.838489,11.81649,11.805601,11.806386,11.785573,11.782056,11.763341,11.741172,11.725876,11.714232,11.699442,11.682504,11.663976,11.659109,11.652024,11.633746,11.616548,11.597479,11.595112,11.581236,11.556099,11.536481,11.517994,11.495928,11.48075,11.968505,11.970002,11.957109,11.938681,11.932812,11.918748,11.906873,11.897827,11.886085,11.86934,11.857373,11.845723,11.836975,11.815667,11.800663,11.793174,11.789104,11.778799,11.768679,11.735683,11.754641,11.740698,11.72331,11.715635,11.701207,11.68845,11.683894,11.679264,-2.471366,-2.302246,-2.136343,-1.976362,-1.808721,-1.649394,-1.48007,-1.321321,-1.167232,-0.990327,-0.854977,-0.682356,-0.525724,-0.339688,-0.121672,0.064177,0.27023,0.461495,0.677133,0.903374,1.075795,1.254806,1.44327,1.671091,1.895731,2.080077,2.289229,2.43521,-2.421267,-2.287268,-2.11807,-1.977195,-1.812136,-1.643269,-1.4723,-1.320649,-1.148032,-0.988344,-0.850856,-0.705169,-0.532578,-0.339735,-0.126283,0.069791,0.254876,0.469549,0.693282,0.904782,1.100224,1.280235,1.450358,1.667915,1.865065,2.041778,2.192124,2.342557,-1.486251,-1.494788,-1.504113,-1.516208,-1.524034,-1.532791,-1.543434,-1.54753,-1.556377,-1.562544,-1.56844,-1.572242,-1.576959,-1.58143,-1.587386,-1.586797,-1.593601,-1.598457,-1.606857,-1.611193,-1.615348,-1.620383,-1.625211,-1.630412,-1.636559,-1.642867,-1.649317,-1.654839,-1.504235,-1.509456,-1.521708,-1.531636,-1.540909,-1.551077,-1.559829,-1.569049,-1.576366,-1.583759,-1.588389,-1.594886,-1.59789,-1.604125,-1.608551,-1.615837,-1.61973,-1.62313,-1.625985,-1.629667,-1.636347,-1.640058,-1.643524,-1.648876,-1.654436,-1.658999,-1.665898,-1.672187
